comment,label,comment_length,comment_cleaned
یکم خشک‌شده بود,0,15,یکم خشکشده بود
تحویل خیلی فوری و برخورد خوب پیکشون. فاکتور هم همراه اجناس بود که البته قیمت خود سوپر بود.,1,90,تحویل خیلی فوری و برخورد خوب پیکشون فاکتور هم همراه اجناس بود که البته قیمت خود سوپر بود
کیفیت و حجم مواد مصرفی به شدت کاهش پیدا کرده بود و مثل قبل نبود,0,63,کیفیت و حجم مواد مصرفی به شدت کاهش پیدا کرده بود و مثل قبل نبود
سس تو ساندویچ متعادل نبود,1,25,سس تو ساندویچ متعادل نبود
یکی از بدترین سوخاریهای بود که تا حالا خورده بودم - بال سوخاری بسیار بد و مرغ اسپایسیش هم خیلی معمولی و بی‌مزه بود. سس هاش هم بد بودن,0,133,یکی از بدترین سوخاریهای بود که تا حالا خورده بودم  بال سوخاری بسیار بد و مرغ اسپایسیش هم خیلی معمولی و بیمزه بود سس هاش هم بد بودن
عالی و خیلی خوب بود غذاشون,1,26,عالی و خیلی خوب بود غذاشون
در برنامه ارسال و هزینه پیک را رایگان زده بودند اما بعد از تحویل غذا و ارائه فاکتور مبلغ ۱۰۰۰۰ تومان بابت دلیوری دریافت کردند,0,125,در برنامه ارسال و هزینه پیک را رایگان زده بودند اما بعد از تحویل غذا و ارائه فاکتور مبلغ  تومان بابت دلیوری دریافت کردند
همه چیز فوق‌العاده و لذیذ بود,1,29,همه چیز فوقالعاده و لذیذ بود
واقعا عالی بود. این اولین بار بود که ساندویچ از بیرون می‌گیرم ولی سس نزدم.,1,74,واقعا عالی بود این اولین بار بود که ساندویچ از بیرون میگیرم ولی سس نزدم
گرم بود. پیک هم متشخص بود. بیشتر قارچ داخلش بود. دست و دلباز نبودن تو مواد داخلش,1,80,گرم بود پیک هم متشخص بود بیشتر قارچ داخلش بود دست و دلباز نبودن تو مواد داخلش
خیلی عالی دم همتون گرم محشر بود,1,31,خیلی عالی دم همتون گرم محشر بود
سلام دکتر کباب تا چند ماه پیش کیفیت غذاهایش خیلی بهتر بود ولی ظاهرا در این وضعیت افزایش قیمتها تصمیم گرفته کیفیت را فدای عدم افزایش قیمت کند.,0,141,سلام دکتر کباب تا چند ماه پیش کیفیت غذاهایش خیلی بهتر بود ولی ظاهرا در این وضعیت افزایش قیمتها تصمیم گرفته کیفیت را فدای عدم افزایش قیمت کند
طبق معمول عالی دیگه …,1,21,طبق معمول عالی دیگه
جفتش خیلی خوب بود,1,17,جفتش خیلی خوب بود
بر طبق زمانبندی که بصورت شمارش معکوس طی شد به دستمون رسید ممنون,1,63,بر طبق زمانبندی که بصورت شمارش معکوس طی شد به دستمون رسید ممنون
غذا به موقع رسید. گرم و عالی و همینطور خوشمزه,1,45,غذا به موقع رسید گرم و عالی و همینطور خوشمزه
فیله‌های مرغ خیلی کوچیک شده و بیشتر همش مواد سوخاری هست اطراف فیله,1,66,فیلههای مرغ خیلی کوچیک شده و بیشتر همش مواد سوخاری هست اطراف فیله
کیفیت غذا نسبتا خوب بود اما کیفیت پنیر زیاد جالب نبود سرعت تحویل غذا خوب بود سر موقع اومد نسبت به قیمتش در کل راضی بودم,1,119,کیفیت غذا نسبتا خوب بود اما کیفیت پنیر زیاد جالب نبود سرعت تحویل غذا خوب بود سر موقع اومد نسبت به قیمتش در کل راضی بودم
کوکی نسبت به رژیمی بودنش خوب بود اما اصلا شکر نداشت و به تلخی میزنه,1,67,کوکی نسبت به رژیمی بودنش خوب بود اما اصلا شکر نداشت و به تلخی میزنه
پیتزا کویین عالی. فیله سوخاری‌ها واقعا تازه و لطیف,1,50,پیتزا کویین عالی فیله سوخاریها واقعا تازه و لطیف
یکی از نوشابه‌ها رو نوشته بودم فانتا باشه ولی کوکاکولا ارسال کردند. کیفیت و مزه ساندویچ خیلی خوب بود ولی همچنان دریافت مبلغ برای ظرف آن هم برای ساندویچ قابل‌درک نیست.,1,166,یکی از نوشابهها رو نوشته بودم فانتا باشه ولی کوکاکولا ارسال کردند کیفیت و مزه ساندویچ خیلی خوب بود ولی همچنان دریافت مبلغ برای ظرف آن هم برای ساندویچ قابلدرک نیست
واقعا سیب‌زمینی سوپر قابل خوردن نبود بعلت وجود زردچوبه داخل سیب‌زمینی و ژامبون مونده,1,84,واقعا سیبزمینی سوپر قابل خوردن نبود بعلت وجود زردچوبه داخل سیبزمینی و ژامبون مونده
وقتی کسی از کافه ساندویچ با این قیمت سفارش میده، انتظار کیفیت و بسته بندی بهتری داره. در ضمن مرغ هم بو می‌داد.,0,110,وقتی کسی از کافه ساندویچ با این قیمت سفارش میده انتظار کیفیت و بسته بندی بهتری داره در ضمن مرغ هم بو میداد
من دو نان سبوس و دو پرکنجد سفارش داده بودم، سبوس که اصلا نفرستاده بودن، پرکنجدسون هم عین نون‌های معمولی بود فقط با قیمت بالا,0,124,من دو نان سبوس و دو پرکنجد سفارش داده بودم سبوس که اصلا نفرستاده بودن پرکنجدسون هم عین نونهای معمولی بود فقط با قیمت بالا
پیتزا با کیفیت اما سرد بود چاقو چنگال نمک و فلفل در بسته ارسالی وجود نداشت,1,74,پیتزا با کیفیت اما سرد بود چاقو چنگال نمک و فلفل در بسته ارسالی وجود نداشت
محصول ناموجود زیاد هست متاسفانه ولی بذاریم به پای اینکه خرده‌فروشی کار سختیه واقعا خوب بود دستتون درد نکنه,1,106,محصول ناموجود زیاد هست متاسفانه ولی بذاریم به پای اینکه خردهفروشی کار سختیه واقعا خوب بود دستتون درد نکنه
با اینکه چند ماهی هست این قضا رو میکیرم ولی حدودا این یه مه اخیر کیفیت غذا اومده پائین,0,86,با اینکه چند ماهی هست این قضا رو میکیرم ولی حدودا این یه مه اخیر کیفیت غذا اومده پائین
کباب خوب بود، ولی سرد شده بود برنج، ایرانی بود، ولی حدافل ۳۰ دقیقه بیشتر باید دم می‌کشید پیک، تقریبا یک ساعت از زمان سفارش رسید,1,127,کباب خوب بود ولی سرد شده بود برنج ایرانی بود ولی حدافل  دقیقه بیشتر باید دم میکشید پیک تقریبا یک ساعت از زمان سفارش رسید
سلام ماست را ارسال نکردید ولی در کل خوب بود,1,43,سلام ماست را ارسال نکردید ولی در کل خوب بود
بعد از چند ماه سفارش دادم از دکتر کباب از نظر کیفیت به همون خوبی سابق بود ولی از نظر حجم، غذا به شدت کم شده بود,0,111,بعد از چند ماه سفارش دادم از دکتر کباب از نظر کیفیت به همون خوبی سابق بود ولی از نظر حجم غذا به شدت کم شده بود
این چه وضعیتیه؟؟؟؟ کیک له‌شده,0,29,این چه وضعیتیه کیک لهشده
غذا موقع تحویل سرد بود و چیزبرگر بدون پنیر بود.,0,47,غذا موقع تحویل سرد بود و چیزبرگر بدون پنیر بود
مگه میشه از سوپر مارکت هدایت ناراضی بود,1,39,مگه میشه از سوپر مارکت هدایت ناراضی بود
همش کالباس بی‌کیفیت بود. غذا چسبیده بود به درب جعبه.,0,52,همش کالباس بیکیفیت بود غذا چسبیده بود به درب جعبه
غذا بسیار با تاخیر، سرد و کم کیفیت رسید. نوشابه خانواده هم کلا ارسال نشد.,0,73,غذا بسیار با تاخیر سرد و کم کیفیت رسید نوشابه خانواده هم کلا ارسال نشد
Be sheddat be sheddat lezzat bordam az ghaza hamechi khob bod,1,61,Be sheddat be sheddat lezzat bordam az ghaza hamechi khob bod
بهترین ساندویچ‌های بیکن تهران.,1,30,بهترین ساندویچهای بیکن تهران
تاریخ مصرف دو بسته پنیر یک روز مانده بود لطفا رسیدگی فرمایید,0,60,تاریخ مصرف دو بسته پنیر یک روز مانده بود لطفا رسیدگی فرمایید
لپه‌ها نپخته بود، گوشت طعم خوبی نداشت.,0,38,لپهها نپخته بود گوشت طعم خوبی نداشت
همیشه عالیه غذا. ممنون واقعا,1,28,همیشه عالیه غذا ممنون واقعا
من چیکن استریپس سفارش دادم چهارتا تیکه فیله سوخاری بزرگ بود خیلی خوشمزه و داغ بود خیلی زودتر از زمانی که اسنپ فود برآورد کرده بود غذا رسید رفتار پیک بسیار محترمانه بود ممنونم,1,174,من چیکن استریپس سفارش دادم چهارتا تیکه فیله سوخاری بزرگ بود خیلی خوشمزه و داغ بود خیلی زودتر از زمانی که اسنپ فود برآورد کرده بود غذا رسید رفتار پیک بسیار محترمانه بود ممنونم
عالی بود غذا خیلی زود رسید خیلی خوشمزه بود طوری که منو همسرم اینکه کدوم ببشتر ازش بخوریم دعوامون شد,1,99,عالی بود غذا خیلی زود رسید خیلی خوشمزه بود طوری که منو همسرم اینکه کدوم ببشتر ازش بخوریم دعوامون شد
شیرینی زبان خیلی نازک بود و لی در کل تازه و خوشمزه بود.,1,55,شیرینی زبان خیلی نازک بود و لی در کل تازه و خوشمزه بود
عالی و به موقع خیلی خیلی ممنون,1,30,عالی و به موقع خیلی خیلی ممنون
لطفا مبلغ حداقل سفارش رو پایین بیارید سپاس از شما و اسنپ فود و تن ماهی شیلتون رو هم به لیست فروش اضافه کنید ممنونم,1,114,لطفا مبلغ حداقل سفارش رو پایین بیارید سپاس از شما و اسنپ فود و تن ماهی شیلتون رو هم به لیست فروش اضافه کنید ممنونم
غذا خیلی خوب بود زمان تحویل هم همینطور. فقط ساندویچش کاهو گوجه خیارشور نداشت که حتما یادشون رفته بود … با تشکر.,1,111,غذا خیلی خوب بود زمان تحویل هم همینطور فقط ساندویچش کاهو گوجه خیارشور نداشت که حتما یادشون رفته بود  با تشکر
عکس کیکی که انتخاب کرده بودم با چیزی که برام اومد فرق می‌کرد تو عکس وانیلی بود ولی برام شکلاتی اومد,1,99,عکس کیکی که انتخاب کرده بودم با چیزی که برام اومد فرق میکرد تو عکس وانیلی بود ولی برام شکلاتی اومد
به شدت بی‌مزه و بی‌نمک,0,22,به شدت بیمزه و بینمک
کیفیت غذا خیلی بد بود نسبت ب قیمت,0,33,کیفیت غذا خیلی بد بود نسبت ب قیمت
تمام قارچ‌ها ریخته بود توی نایلون! بسته بندی افتضاحه,1,52,تمام قارچها ریخته بود توی نایلون بسته بندی افتضاحه
خام بود و نپخته,0,15,خام بود و نپخته
همه چیز خوب بود به غیر از موز که مثل قبل نبود,1,45,همه چیز خوب بود به غیر از موز که مثل قبل نبود
برای فیله سوخاری سالاد کلم فراموش‌شده بود. سالاد فصل هم کهنه بود,1,64,برای فیله سوخاری سالاد کلم فراموششده بود سالاد فصل هم کهنه بود
خیلی بد بود واقعا. یه عالمه تیکه‌های سوسیس سوخته داخلش بود و پر روغن و بد بو. واقعا ناراضی بودم,0,95,خیلی بد بود واقعا یه عالمه تیکههای سوسیس سوخته داخلش بود و پر روغن و بد بو واقعا ناراضی بودم
بسته بندی مشکل داشت و غذا‌ها چپه شده بودن.,0,42,بسته بندی مشکل داشت و غذاها چپه شده بودن
تمام روغن غذا ریخته بود و پاکت و نون و همه چی رو نابود کرده بود,1,63,تمام روغن غذا ریخته بود و پاکت و نون و همه چی رو نابود کرده بود
اگر تعداد و تنوع سس‌های موجود در بسته‌ی ارسالی بیشتر شود بهتر است (علاوه بر سس قرمز، سس مایونز و سس فرانسوی با تعداد بیشتری ارسال شود),1,134,اگر تعداد و تنوع سسهای موجود در بستهی ارسالی بیشتر شود بهتر است علاوه بر سس قرمز سس مایونز و سس فرانسوی با تعداد بیشتری ارسال شود
عالی بود ممنون از آشپز عزیز,1,27,عالی بود ممنون از آشپز عزیز
سرد بود فقط، مشکل دیگه‌ای نداشت,1,31,سرد بود فقط مشکل دیگهای نداشت
The delivery guy was SO polite thanks to SnappFood,1,50,The delivery guy was SO polite thanks to SnappFood
همه چیز عالیست، فقط تنوع کالاهارا افزایش دهید بهتر است تعدادی از کالاها در فروشگاه سیدخندان هست ولی در سهروردی نیست وتعدادی از کالاها در سهروردی هست در سیدخندان نیست,1,165,همه چیز عالیست فقط تنوع کالاهارا افزایش دهید بهتر است تعدادی از کالاها در فروشگاه سیدخندان هست ولی در سهروردی نیست وتعدادی از کالاها در سهروردی هست در سیدخندان نیست
واقعا میخوام بدونم که از نظر شما یعنی ۵۰۰۰ تومن هم برای یه نون کمه که اینقدر ازش میزنین؟؟؟؟ اینقدر نازک بود که بیشتر شبیه نون لواش بود و خشک,0,140,واقعا میخوام بدونم که از نظر شما یعنی  تومن هم برای یه نون کمه که اینقدر ازش میزنین اینقدر نازک بود که بیشتر شبیه نون لواش بود و خشک
حجمش خوب بود واقعا. اما ترد نبود قسمت کیکش و نرم بود. پنیرشم شیرین بود.,0,71,حجمش خوب بود واقعا اما ترد نبود قسمت کیکش و نرم بود پنیرشم شیرین بود
روی سفارشم نوشته چاپی فرایز من منتطر سیب‌زمینی سرخ‌کرده با سس پنبر بودم فقط یه حجم کم از سیب‌زمینی سرخ‌شده ساده گرفتم که ۱۸ تومن هم پولشو دادم,0,142,روی سفارشم نوشته چاپی فرایز من منتطر سیبزمینی سرخکرده با سس پنبر بودم فقط یه حجم کم از سیبزمینی سرخشده ساده گرفتم که  تومن هم پولشو دادم
سلام خیلی خوب و با کیفیت ولی من چند بار سفارش دادم دلستر لیمو باشه استوایی گذاشتین,1,82,سلام خیلی خوب و با کیفیت ولی من چند بار سفارش دادم دلستر لیمو باشه استوایی گذاشتین
سالادش از این سالاد آماده‌ها بود که تو سپرمارکتها میفروشن با حجمی بسیار کم و همه چیزش هم جدا جدا بود، نسبت به قیمتش واقعا حجم و کیفیت و آپ-ن-ش کم بود، با آخرم بود که از پرپروک سالاد می‌گیرم,0,189,سالادش از این سالاد آمادهها بود که تو سپرمارکتها میفروشن با حجمی بسیار کم و همه چیزش هم جدا جدا بود نسبت به قیمتش واقعا حجم و کیفیت و آپنش کم بود با آخرم بود که از پرپروک سالاد میگیرم
غذا خوب بود ولی از کیفیت بالایی برخوردار نبود. همونطور که خواسته بودم برشته بود. ممنون,1,86,غذا خوب بود ولی از کیفیت بالایی برخوردار نبود همونطور که خواسته بودم برشته بود ممنون
طعم و مزه عالی فقط بسته بندی ضعیفی داشت,1,39,طعم و مزه عالی فقط بسته بندی ضعیفی داشت
نان رژیمی که برای من ارسال شد بسیار شور بود که مجبور شدم نخورم,0,62,نان رژیمی که برای من ارسال شد بسیار شور بود که مجبور شدم نخورم
مخلفات خیلی زیادی داره، ولی همه چیزاش (سالاد، برنج، ته‌دیگ، ماست خیار،) به شدت مونده بود، اصلا توصیه نمی‌کنم,0,108,مخلفات خیلی زیادی داره ولی همه چیزاش سالاد برنج تهدیگ ماست خیار به شدت مونده بود اصلا توصیه نمیکنم
خیلی خوب و با کیفیت بود ممنون,1,29,خیلی خوب و با کیفیت بود ممنون
موقع حمل کیک چون کیکی که من سفارش داده بودم روش توت‌فرنگی داشت توت فرنگی‌های کیک افتاده بود از روش و پودر کاکائو روی کیک را خراب کرده بود,1,137,موقع حمل کیک چون کیکی که من سفارش داده بودم روش توتفرنگی داشت توت فرنگیهای کیک افتاده بود از روش و پودر کاکائو روی کیک را خراب کرده بود
کیفیت پیتزا پایین بود,0,21,کیفیت پیتزا پایین بود
انصافا پرملات بود، بنظر ۳ نفر رو جواب میده. مرسی,1,48,انصافا پرملات بود بنظر  نفر رو جواب میده مرسی
املت فوق‌العاده بود,1,19,املت فوقالعاده بود
کیفیت غذا مثل قبل بود خوب بود. ولی چون دیر رسید پیتزا هم خیلی سرد شده بود و سیب‌زمینی و پنیر به جعبه بسته بندی حالت خمیر چسبیده بود.,0,132,کیفیت غذا مثل قبل بود خوب بود ولی چون دیر رسید پیتزا هم خیلی سرد شده بود و سیبزمینی و پنیر به جعبه بسته بندی حالت خمیر چسبیده بود
نان بسیار خوشمزه ایی بود,1,24,نان بسیار خوشمزه ایی بود
برنج خوب بود اما جوجه سفت و مونده بود! انتظارمون از رفتاری بیشتر از این بود! امیدوارم بررسی بشه تا در سفارشات بعدی این مورد دوباره تکرار نشه، با تشکر,0,149,برنج خوب بود اما جوجه سفت و مونده بود انتظارمون از رفتاری بیشتر از این بود امیدوارم بررسی بشه تا در سفارشات بعدی این مورد دوباره تکرار نشه با تشکر
خیلی سریع و خوب آماده شد. ممنون,1,31,خیلی سریع و خوب آماده شد ممنون
متاسفانه برخلاف دفعات قبل، پیتزا طعم جالبی نداشت.,0,49,متاسفانه برخلاف دفعات قبل پیتزا طعم جالبی نداشت
دستمال حوله‌ای چشمک کاملآ خیس بود!,0,34,دستمال حولهای چشمک کاملآ خیس بود
هماهنگی خوبی انجام شد غذا طبق سفارش با در نظر گرفتن سلیقه مشتری ارسال گردید. سفارشات را به راحتی اضافه نمودند.,1,110,هماهنگی خوبی انجام شد غذا طبق سفارش با در نظر گرفتن سلیقه مشتری ارسال گردید سفارشات را به راحتی اضافه نمودند
امیدوارم این کیفیت همیشه حفظ بشه,1,32,امیدوارم این کیفیت همیشه حفظ بشه
کیفیت پیتزا خوب نیست و مالیات در لیست اضافه میشه که خیلی رستورانها این کارو نمیکنن,1,82,کیفیت پیتزا خوب نیست و مالیات در لیست اضافه میشه که خیلی رستورانها این کارو نمیکنن
ماست درش باز شده و روی بقیه محصولات ریخته واقعا ناراضی‌ام از این نوع تحویل اقلام,0,80,ماست درش باز شده و روی بقیه محصولات ریخته واقعا ناراضیام از این نوع تحویل اقلام
با تشکر از سوپر مارکت که به تاریخ تولید محصولات کاملا توجه کرده بودند. با ارزوی موفقیت,1,86,با تشکر از سوپر مارکت که به تاریخ تولید محصولات کاملا توجه کرده بودند با ارزوی موفقیت
من عاشق چیزکیک هستم و همه طعمهاش رو چشیدم ولی این اصلا مزه چیزکیک نمی‌داد فقط یه نوع شیرینی‌تر بود!,0,99,من عاشق چیزکیک هستم و همه طعمهاش رو چشیدم ولی این اصلا مزه چیزکیک نمیداد فقط یه نوع شیرینیتر بود
با تشکر زمان ارسال غذا عالی بود و کیفیت غذا قابل‌قبول بود.,1,58,با تشکر زمان ارسال غذا عالی بود و کیفیت غذا قابلقبول بود
بسیار بی‌کیفیت و بد بود,0,23,بسیار بیکیفیت و بد بود
برنج خارجی و جوجه کم بود,0,24,برنج خارجی و جوجه کم بود
ممنون که به توضیحاتم توجه کرده بودید,1,36,ممنون که به توضیحاتم توجه کرده بودید
قیمت قیمت رب ۱۵ تومن؟ ۴۰۰ گرمی دانشجویی,0,39,قیمت قیمت رب  تومن  گرمی دانشجویی
من بخاطر نون سنگک سفارش خوراک کوبیده دادم اما سه تا بسته کوچیک نون لواش کم‌نمک آورده بود که با بی نمکی کباب هم قاطی شده بود و راستش خیلی رضایتبخش نبود واسم. دورچین و تزیین و مخلفات خوب بود.,1,189,من بخاطر نون سنگک سفارش خوراک کوبیده دادم اما سه تا بسته کوچیک نون لواش کمنمک آورده بود که با بی نمکی کباب هم قاطی شده بود و راستش خیلی رضایتبخش نبود واسم دورچین و تزیین و مخلفات خوب بود
متاسفانه بستنی‌ها کاملا له‌شده و آب شده به دستم رسید و قابل مصرف نبود,1,69,متاسفانه بستنیها کاملا لهشده و آب شده به دستم رسید و قابل مصرف نبود
هم تاخیر داشت هم سرد بود هم کیفیتش پایین بود,0,44,هم تاخیر داشت هم سرد بود هم کیفیتش پایین بود
کیفیت غذا بسیار پایین و غذا سرد بود,0,35,کیفیت غذا بسیار پایین و غذا سرد بود
نیم ساعت تاخیر داشت,0,19,نیم ساعت تاخیر داشت
عدد کره حیوانی ارسال نشد با تشکر,1,32,عدد کره حیوانی ارسال نشد با تشکر
خیلی خوشمزه بود، همه محتویات به اندازه بود. پیک خیلی مودب و با شخصیت بودن. در کل ممنونم.,1,88,خیلی خوشمزه بود همه محتویات به اندازه بود پیک خیلی مودب و با شخصیت بودن در کل ممنونم
بادامها بی‌کیفیت و تلخ بودند,0,28,بادامها بیکیفیت و تلخ بودند
شیرینی اصلا تازه نبود.,0,22,شیرینی اصلا تازه نبود
ممنون از خوش سلیقگیتون با همین فرمون ادامه بدین …فقط آرد کوفته روکمتر بزنین بهتره تا طعم اصلیشو نگیره,1,101,ممنون از خوش سلیقگیتون با همین فرمون ادامه بدین فقط آرد کوفته روکمتر بزنین بهتره تا طعم اصلیشو نگیره
پنیر ارسال نشده ود,0,18,پنیر ارسال نشده ود
Keifiate pizza yekam bhtr bshe dige awli mishe,1,46,Keifiate pizza yekam bhtr bshe dige awli mishe
متاسفانه کیفیت غذا، چه در مورد پیتزا و چه سیب‌زمینی سرخ‌کرده، مطلوب نبود و نسبت به گذشته افت داشت. در ضمن، سفارش به صورت نیمه سرد به دستمان رسید!,0,145,متاسفانه کیفیت غذا چه در مورد پیتزا و چه سیبزمینی سرخکرده مطلوب نبود و نسبت به گذشته افت داشت در ضمن سفارش به صورت نیمه سرد به دستمان رسید
طعم خوب و نوستالژیکی داشت,1,25,طعم خوب و نوستالژیکی داشت
سریع ارسال شد، بسته بندی و شیرینی عالی.,1,39,سریع ارسال شد بسته بندی و شیرینی عالی
تافت آلمانی خواستم تافت کاسپ-ن-که هیچ‌کس استفاده نداره فرستادن با ۱۰ هزار تومان اختلاف قیمت,0,91,تافت آلمانی خواستم تافت کاسپنکه هیچکس استفاده نداره فرستادن با  هزار تومان اختلاف قیمت
با سلام و تشکر از توجه شما به نظر مشتریان، کیک به دیواره جعبه برخورد کرده بود و ظاهر مناسبش را از دست داده بود.,0,111,با سلام و تشکر از توجه شما به نظر مشتریان کیک به دیواره جعبه برخورد کرده بود و ظاهر مناسبش را از دست داده بود
قیمه سیب‌زمینی باید شامل سیب‌زمینی هم باشه نه اینکه کلا هیچ سیب‌زمینی داخلش نباشه. اینکه گوشت هم نداره زیاد مهم نیست. اما این سیب‌زمینی رو از اسم غذا بردارن حداقل!,0,163,قیمه سیبزمینی باید شامل سیبزمینی هم باشه نه اینکه کلا هیچ سیبزمینی داخلش نباشه اینکه گوشت هم نداره زیاد مهم نیست اما این سیبزمینی رو از اسم غذا بردارن حداقل
قیمت بسیار بالا کیفیت پایین,0,27,قیمت بسیار بالا کیفیت پایین
پپرونی اصلا پپرونی نبود، تند هم نبود، نا متوازن حرارت دیده بود پیتزا یه طرف سوخته بود و اصلا رازی نبودم,0,103,پپرونی اصلا پپرونی نبود تند هم نبود نا متوازن حرارت دیده بود پیتزا یه طرف سوخته بود و اصلا رازی نبودم
به نسبت قیمتش اصلا چیز دندون گیری نبود,0,38,به نسبت قیمتش اصلا چیز دندون گیری نبود
کاهوهای سالاد بسیار پلاسیده بود و کاملا تغییر رنگ داده بود اصلا انتظار همچین کیفیتی نداشتم!!!!!!!!!,0,99,کاهوهای سالاد بسیار پلاسیده بود و کاملا تغییر رنگ داده بود اصلا انتظار همچین کیفیتی نداشتم
نان ساندویچ‌ها تازه نبود متاسفانه غذا سرد شده بود ولی خب طعم بدی نداشت,0,70,نان ساندویچها تازه نبود متاسفانه غذا سرد شده بود ولی خب طعم بدی نداشت
الان بار سومه که غذای من یا تاخیر میرسه من دیگه از پلاک سفارش نمیدم واقعا متاسفم,0,80,الان بار سومه که غذای من یا تاخیر میرسه من دیگه از پلاک سفارش نمیدم واقعا متاسفم
مثل همیشه نبود نان باگت خیلی خشک و کهنه بود,0,43,مثل همیشه نبود نان باگت خیلی خشک و کهنه بود
خیلی سریع و داغ رسید. فقط نون پیتزا وسطش یکم خمیر بود اگه برشته‌تر بود خیلی بهتر می‌شد.,1,87,خیلی سریع و داغ رسید فقط نون پیتزا وسطش یکم خمیر بود اگه برشتهتر بود خیلی بهتر میشد
خیلی خوب بود. یک پیشنهاد روی چیپس و پنیر یکم کالباس هم بریزین بعد پنیر بریزین عالی میشه,1,87,خیلی خوب بود یک پیشنهاد روی چیپس و پنیر یکم کالباس هم بریزین بعد پنیر بریزین عالی میشه
اولین تجربه‌ام از رستوران شما بود. کیفیت و مزه کباب خوب بود فقط سرد بود. با اینکه فاصله زیادی نداشتیم. از پیک محترم هم ممنون و سپاسگزاریم.,1,138,اولین تجربهام از رستوران شما بود کیفیت و مزه کباب خوب بود فقط سرد بود با اینکه فاصله زیادی نداشتیم از پیک محترم هم ممنون و سپاسگزاریم
کیفیت غذا مناسب بود ولی جا داره که خیلی بهتر شه. تنها موردی که خیلی ناراضی بودم این بود که قوطی دلستر به شدت از ضربه خورده بود,1,126,کیفیت غذا مناسب بود ولی جا داره که خیلی بهتر شه تنها موردی که خیلی ناراضی بودم این بود که قوطی دلستر به شدت از ضربه خورده بود
سریع رسید دمتون گرم. اگه همیشه سریع بیاد اونم داغ عالی هست,1,58,سریع رسید دمتون گرم اگه همیشه سریع بیاد اونم داغ عالی هست
درخواست کرده بودم مغز پخت باشد، اما نبود.,1,41,درخواست کرده بودم مغز پخت باشد اما نبود
اگر زمان رسیدن غذاهم کمتر بود خیلی خوب می‌شد,1,44,اگر زمان رسیدن غذاهم کمتر بود خیلی خوب میشد
به اندازه اکبرجوجه واقعی خوب نبود، اما واقعا خوشمزه و تازه بود.,1,63,به اندازه اکبرجوجه واقعی خوب نبود اما واقعا خوشمزه و تازه بود
معمولی کاملا معمولی و خوب ولی پیک اسنب بی‌نهایت محترم و عالی,1,60,معمولی کاملا معمولی و خوب ولی پیک اسنب بینهایت محترم و عالی
من پنیر کم‌چرب سفارش دادم جفتش رو پر چرب اورد که به هیچ درد من نمی‌خورد,0,71,من پنیر کمچرب سفارش دادم جفتش رو پر چرب اورد که به هیچ درد من نمیخورد
یکی از سفارش‌های من اشتباه ارسال‌شده بود,1,40,یکی از سفارشهای من اشتباه ارسالشده بود
